gene_name	mod_code	chrom	start0	end0	strand	n_tx_tested	test_name	stat_name	stat_value	p_value	effect_max_abs_frac_diff	per_transcript_json	p_adj_bh
RIOK3	19229	chr18	23483087	23483088	+	4	chi2_4x2_pc0.5	chi2	25.182289557573466	1.4143028274408685e-05	0.007932	"[{""ZN"":1,""Ncov"":5892,""Nmod"":7,""frac"":0.0011880515953835709},{""ZN"":3,""Ncov"":1765,""Nmod"":14,""frac"":0.00793201133144476},{""ZN"":5,""Ncov"":543,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":319,""Nmod"":0,""frac"":0.0}]"	0.0001043033099283596
MXD1	17596	chr2	69939710	69939711	+	3	chi2_3x2_pc0.5	chi2	22.32851486533414	1.417178654710977e-05	0.038871	"[{""ZN"":1,""Ncov"":1993,""Nmod"":44,""frac"":0.02207727044656297},{""ZN"":2,""Ncov"":731,""Nmod"":33,""frac"":0.04514363885088919},{""ZN"":3,""Ncov"":443,""Nmod"":27,""frac"":0.060948081264108354}]"	0.00010448538318133315
ALCAM	17596	chr3	105524376	105524377	+	4	chi2_4x2_pc0.5	chi2	25.165417315955246	1.4258407087532637e-05	0.006925	"[{""ZN"":1,""Ncov"":3701,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":722,""Nmod"":5,""frac"":0.006925207756232687},{""ZN"":3,""Ncov"":487,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":279,""Nmod"":0,""frac"":0.0}]"	0.00010509383484098129
MXD1	19229	chr2	69915214	69915215	+	3	chi2_3x2_pc0.5	chi2	22.3048564713355	1.4340422851607507e-05	0.022888	"[{""ZN"":1,""Ncov"":1835,""Nmod"":42,""frac"":0.022888283378746595},{""ZN"":2,""Ncov"":590,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":464,""Nmod"":0,""frac"":0.0}]"	0.00010566800672975543
RIOK3	19229	chr18	23481592	23481593	+	4	chi2_4x2_pc0.5	chi2	25.152593206515608	1.4346730557016548e-05	0.008037	"[{""ZN"":1,""Ncov"":5838,""Nmod"":7,""frac"":0.001199040767386091},{""ZN"":3,""Ncov"":1742,""Nmod"":14,""frac"":0.008036739380022962},{""ZN"":5,""Ncov"":504,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.00010568415117926221
RIOK3	19229	chr18	23482480	23482481	+	4	chi2_4x2_pc0.5	chi2	25.151977168535776	1.4350987099257763e-05	0.010622	"[{""ZN"":1,""Ncov"":5931,""Nmod"":63,""frac"":0.010622154779969651},{""ZN"":3,""Ncov"":1791,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":541,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	0.00010568518095586497
ALCAM	19227	chr3	105576534	105576535	+	2	fisher_exact_2x2	fisher_odds	0.3950345694531741	1.4419225353021808e-05	0.025143	"[{""ZN"":1,""Ncov"":5425,""Nmod"":93,""frac"":0.017142857142857144},{""ZN"":2,""Ncov"":875,""Nmod"":37,""frac"":0.04228571428571429}]"	0.00010615725645620185
RIOK3	19229	chr18	23482959	23482960	+	4	chi2_4x2_pc0.5	chi2	25.11998735261009	1.4573761249037818e-05	0.007861	"[{""ZN"":1,""Ncov"":5939,""Nmod"":7,""frac"":0.00117864960431049},{""ZN"":3,""Ncov"":1781,""Nmod"":14,""frac"":0.007860752386299831},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.00010726421983523475
MXD1	69426	chr2	69916197	69916198	+	3	chi2_3x2_pc0.5	chi2	22.270339536275262	1.4590064594332524e-05	0.020246	"[{""ZN"":1,""Ncov"":1859,""Nmod"":5,""frac"":0.0026896180742334587},{""ZN"":2,""Ncov"":662,""Nmod"":10,""frac"":0.015105740181268883},{""ZN"":3,""Ncov"":436,""Nmod"":10,""frac"":0.022935779816513763}]"	0.00010732267572083225
RIOK3	a	chr18	23467470	23467471	+	4	chi2_4x2_pc0.5	chi2	25.117934045636105	1.458817748185499e-05	0.015962	"[{""ZN"":1,""Ncov"":4431,""Nmod"":57,""frac"":0.012863913337846988},{""ZN"":2,""Ncov"":2045,""Nmod"":10,""frac"":0.004889975550122249},{""ZN"":3,""Ncov"":1677,""Nmod"":5,""frac"":0.0029815146094215863},{""ZN"":4,""Ncov"":1003,""Nmod"":19,""frac"":0.018943170488534396}]"	0.00010732267572083225
MXD1	17596	chr2	69939696	69939697	+	3	chi2_3x2_pc0.5	chi2	22.266759792246173	1.461620232726066e-05	0.033421	"[{""ZN"":1,""Ncov"":1966,""Nmod"":89,""frac"":0.045269582909460836},{""ZN"":2,""Ncov"":729,""Nmod"":10,""frac"":0.013717421124828532},{""ZN"":3,""Ncov"":422,""Nmod"":5,""frac"":0.011848341232227487}]"	0.00010748414383999877
MXD1	17802	chr2	69940237	69940238	+	3	chi2_3x2_pc0.5	chi2	22.26435313949768	1.463380097534753e-05	0.031734	"[{""ZN"":1,""Ncov"":2070,""Nmod"":37,""frac"":0.017874396135265702},{""ZN"":2,""Ncov"":766,""Nmod"":38,""frac"":0.04960835509138381},{""ZN"":3,""Ncov"":486,""Nmod"":12,""frac"":0.024691358024691357}]"	0.00010758274302380348
RIOK3	a	chr18	23479384	23479385	+	6	chi2_6x2_pc0.5	chi2	29.99964685935168	1.4750941710626575e-05	0.022801	"[{""ZN"":1,""Ncov"":5739,""Nmod"":47,""frac"":0.008189580066213627},{""ZN"":2,""Ncov"":2946,""Nmod"":49,""frac"":0.016632722335369995},{""ZN"":3,""Ncov"":1692,""Nmod"":30,""frac"":0.01773049645390071},{""ZN"":4,""Ncov"":1065,""Nmod"":7,""frac"":0.006572769953051643},{""ZN"":5,""Ncov"":529,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":307,""Nmod"":7,""frac"":0.02280130293159609}]"	0.0001084066257559051
RIOK3	17596	chr18	23474948	23474949	+	6	chi2_6x2_pc0.5	chi2	29.999142476856868	1.4754314053877083e-05	0.004591	"[{""ZN"":1,""Ncov"":4976,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":2374,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1770,""Nmod"":7,""frac"":0.0039548022598870055},{""ZN"":4,""Ncov"":1089,""Nmod"":5,""frac"":0.004591368227731864},{""ZN"":5,""Ncov"":536,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.0001084066257559051
RIOK3	19229	chr18	23482441	23482442	+	4	chi2_4x2_pc0.5	chi2	25.078398484836434	1.4868545133686932e-05	0.304348	"[{""ZN"":1,""Ncov"":423,""Nmod"":28,""frac"":0.06619385342789598},{""ZN"":3,""Ncov"":157,""Nmod"":22,""frac"":0.14012738853503184},{""ZN"":5,""Ncov"":39,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":23,""Nmod"":7,""frac"":0.30434782608695654}]"	0.00010921467544263546
RIOK3	17802	chr18	23466204	23466205	+	6	chi2_6x2_pc0.5	chi2	29.973645419077055	1.4925790665422629e-05	0.059479	"[{""ZN"":1,""Ncov"":3927,""Nmod"":335,""frac"":0.08530685001273236},{""ZN"":2,""Ncov"":1808,""Nmod"":181,""frac"":0.10011061946902655},{""ZN"":3,""Ncov"":1497,""Nmod"":140,""frac"":0.09352037408149633},{""ZN"":4,""Ncov"":886,""Nmod"":36,""frac"":0.040632054176072234},{""ZN"":5,""Ncov"":465,""Nmod"":44,""frac"":0.09462365591397849},{""ZN"":6,""Ncov"":284,""Nmod"":20,""frac"":0.07042253521126761}]"	0.00010960380376508288
MXD1	69426	chr2	69939802	69939803	+	3	chi2_3x2_pc0.5	chi2	22.223084092554476	1.4938899440355052e-05	0.01997	"[{""ZN"":1,""Ncov"":2003,""Nmod"":40,""frac"":0.0199700449326011},{""ZN"":2,""Ncov"":737,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":470,""Nmod"":0,""frac"":0.0}]"	0.00010966869500508862
MXD1	17802	chr2	69939364	69939365	+	3	chi2_3x2_pc0.5	chi2	22.222472347230404	1.4943469540193421e-05	0.090576	"[{""ZN"":1,""Ncov"":1747,""Nmod"":227,""frac"":0.12993703491700057},{""ZN"":2,""Ncov"":617,""Nmod"":103,""frac"":0.16693679092382496},{""ZN"":3,""Ncov"":390,""Nmod"":86,""frac"":0.2205128205128205}]"	0.00010967088337216853
ALCAM	a	chr3	105575855	105575856	+	3	chi2_3x2_pc0.5	chi2	22.20897446544257	1.5044663223866306e-05	0.018277	"[{""ZN"":1,""Ncov"":5407,""Nmod"":22,""frac"":0.004068799704087294},{""ZN"":2,""Ncov"":882,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":383,""Nmod"":7,""frac"":0.018276762402088774}]"	0.00011035045550945595
RIOK3	19227	chr18	23482888	23482889	+	4	chi2_4x2_pc0.5	chi2	25.054146078337762	1.5043183780905726e-05	0.01107	"[{""ZN"":1,""Ncov"":5906,""Nmod"":12,""frac"":0.002031832035218422},{""ZN"":3,""Ncov"":1784,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":542,""Nmod"":6,""frac"":0.01107011070110701},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.00011035045550945595
RIOK3	69426	chr18	23466176	23466177	+	6	chi2_6x2_pc0.5	chi2	29.95364230707213	1.5061702469619348e-05	0.007467	"[{""ZN"":1,""Ncov"":4197,""Nmod"":5,""frac"":0.0011913271384322134},{""ZN"":2,""Ncov"":1875,""Nmod"":14,""frac"":0.007466666666666667},{""ZN"":3,""Ncov"":1620,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":928,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":507,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":298,""Nmod"":0,""frac"":0.0}]"	0.00011044388054843412
RIOK3	19227	chr18	23481884	23481885	+	4	chi2_4x2_pc0.5	chi2	25.046822065551066	1.5096324073717288e-05	0.02649	"[{""ZN"":1,""Ncov"":5541,""Nmod"":49,""frac"":0.008843169103049992},{""ZN"":3,""Ncov"":1689,""Nmod"":32,""frac"":0.018946121965660152},{""ZN"":5,""Ncov"":530,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":302,""Nmod"":8,""frac"":0.026490066225165563}]"	0.00011066614266718167
MXD1	17802	chr2	69915080	69915081	+	3	chi2_3x2_pc0.5	chi2	22.201016551823656	1.5104644541447102e-05	0.115385	"[{""ZN"":1,""Ncov"":190,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":54,""Nmod"":6,""frac"":0.1111111111111111},{""ZN"":3,""Ncov"":52,""Nmod"":6,""frac"":0.11538461538461539}]"	0.00011069552802398801
RIOK3	a	chr18	23482723	23482724	+	4	chi2_4x2_pc0.5	chi2	25.037026127366406	1.5167692418138806e-05	0.013619	"[{""ZN"":1,""Ncov"":5508,""Nmod"":17,""frac"":0.0030864197530864196},{""ZN"":3,""Ncov"":1657,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":514,""Nmod"":7,""frac"":0.013618677042801557},{""ZN"":6,""Ncov"":309,""Nmod"":0,""frac"":0.0}]"	0.00011111263856196574
RIOK3	69426	chr18	23477084	23477085	+	6	chi2_6x2_pc0.5	chi2	29.93779976978206	1.517021650668783e-05	0.003957	"[{""ZN"":1,""Ncov"":5442,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":2780,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1769,""Nmod"":7,""frac"":0.00395703787450537},{""ZN"":4,""Ncov"":1098,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":541,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.00011111263856196574
RIOK3	19227	chr18	23481436	23481437	+	6	chi2_6x2_pc0.5	chi2	29.932699431337653	1.52053163654361e-05	0.005286	"[{""ZN"":1,""Ncov"":5864,""Nmod"":31,""frac"":0.005286493860845839},{""ZN"":2,""Ncov"":3106,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1782,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":1092,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":542,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":312,""Nmod"":0,""frac"":0.0}]"	0.0001113379582810826
ALCAM	a	chr3	105575965	105575966	+	3	chi2_3x2_pc0.5	chi2	22.183590583908067	1.5236826078606906e-05	0.026768	"[{""ZN"":1,""Ncov"":5377,""Nmod"":49,""frac"":0.009112888227636229},{""ZN"":2,""Ncov"":856,""Nmod"":5,""frac"":0.005841121495327103},{""ZN"":4,""Ncov"":368,""Nmod"":12,""frac"":0.03260869565217391}]"	0.000111536868859423
RIOK3	19229	chr18	23482282	23482283	+	4	chi2_4x2_pc0.5	chi2	25.023596725323657	1.5266079380249748e-05	0.044527	"[{""ZN"":1,""Ncov"":5879,""Nmod"":238,""frac"":0.04048307535295118},{""ZN"":3,""Ncov"":1781,""Nmod"":42,""frac"":0.023582257158899493},{""ZN"":5,""Ncov"":526,""Nmod"":35,""frac"":0.06653992395437262},{""ZN"":6,""Ncov"":318,""Nmod"":7,""frac"":0.0220125786163522}]"	0.00011171915332091549
MXD1	19227	chr2	69915121	69915122	+	3	chi2_3x2_pc0.5	chi2	22.17340897229982	1.5314591577822213e-05	0.02544	"[{""ZN"":1,""Ncov"":1386,""Nmod"":6,""frac"":0.004329004329004329},{""ZN"":2,""Ncov"":511,""Nmod"":13,""frac"":0.025440313111545987},{""ZN"":3,""Ncov"":349,""Nmod"":0,""frac"":0.0}]"	0.0001120422328258341
RIOK3	19229	chr18	23481424	23481425	+	6	chi2_6x2_pc0.5	chi2	29.91309032952404	1.534101618021452e-05	0.022013	"[{""ZN"":1,""Ncov"":5900,""Nmod"":105,""frac"":0.017796610169491526},{""ZN"":2,""Ncov"":3115,""Nmod"":28,""frac"":0.008988764044943821},{""ZN"":3,""Ncov"":1779,""Nmod"":21,""frac"":0.011804384485666104},{""ZN"":4,""Ncov"":1102,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":543,""Nmod"":7,""frac"":0.01289134438305709},{""ZN"":6,""Ncov"":318,""Nmod"":7,""frac"":0.0220125786163522}]"	0.00011220358044970575
MXD1	17802	chr2	69915381	69915382	+	3	chi2_3x2_pc0.5	chi2	22.154859105807358	1.545729414781492e-05	0.013216	"[{""ZN"":1,""Ncov"":1912,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":628,""Nmod"":6,""frac"":0.009554140127388535},{""ZN"":3,""Ncov"":454,""Nmod"":6,""frac"":0.013215859030837005}]"	0.00011302183291447012
ALCAM	a	chr3	105367191	105367192	+	4	chi2_4x2_pc0.5	chi2	24.995873818652946	1.547120105708862e-05	0.095855	"[{""ZN"":1,""Ncov"":3052,""Nmod"":156,""frac"":0.05111402359108781},{""ZN"":2,""Ncov"":649,""Nmod"":29,""frac"":0.04468412942989214},{""ZN"":3,""Ncov"":386,""Nmod"":37,""frac"":0.09585492227979274},{""ZN"":4,""Ncov"":178,""Nmod"":0,""frac"":0.0}]"	0.00011309130795489152
ALCAM	17802	chr3	105540062	105540063	+	3	chi2_3x2_pc0.5	chi2	22.14967479434754	1.54974138371858e-05	0.04035	"[{""ZN"":1,""Ncov"":4144,""Nmod"":172,""frac"":0.041505791505791506},{""ZN"":2,""Ncov"":790,""Nmod"":6,""frac"":0.007594936708860759},{""ZN"":4,""Ncov"":292,""Nmod"":14,""frac"":0.04794520547945205}]"	0.00011325067122921545
MXD1	19227	chr2	69916172	69916173	+	3	chi2_3x2_pc0.5	chi2	22.147641603118704	1.5513176450871992e-05	0.010072	"[{""ZN"":1,""Ncov"":2006,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":695,""Nmod"":7,""frac"":0.010071942446043165},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.0001133335987042646
ALCAM	17596	chr3	105524388	105524389	+	2	fisher_exact_2x2	fisher_odds	0.0	1.562125911952664e-05	0.384615	"[{""ZN"":1,""Ncov"":43,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":26,""Nmod"":10,""frac"":0.38461538461538464}]"	0.00011409074370312599
RIOK3	19229	chr18	23482812	23482813	+	4	chi2_4x2_pc0.5	chi2	24.972184726808983	1.5648652291399764e-05	0.007826	"[{""ZN"":1,""Ncov"":5940,""Nmod"":7,""frac"":0.0011784511784511784},{""ZN"":3,""Ncov"":1789,""Nmod"":14,""frac"":0.007825600894354388},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.00011425830535404288
ALCAM	a	chr3	105574675	105574676	+	3	chi2_3x2_pc0.5	chi2	22.127741142199845	1.566830664238075e-05	0.018041	"[{""ZN"":1,""Ncov"":5449,""Nmod"":22,""frac"":0.00403743806202973},{""ZN"":2,""Ncov"":898,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":388,""Nmod"":7,""frac"":0.01804123711340206}]"	0.00011436928294660183
ALCAM	a	chr3	105540098	105540099	+	3	chi2_3x2_pc0.5	chi2	22.123631187852197	1.5700537760647002e-05	0.013535	"[{""ZN"":1,""Ncov"":4047,""Nmod"":15,""frac"":0.0037064492216456633},{""ZN"":2,""Ncov"":782,""Nmod"":12,""frac"":0.015345268542199489},{""ZN"":4,""Ncov"":290,""Nmod"":5,""frac"":0.017241379310344827}]"	0.00011457197424426658
MXD1	19227	chr2	69939281	69939282	+	3	chi2_3x2_pc0.5	chi2	22.110613816783683	1.580306090717817e-05	0.032637	"[{""ZN"":1,""Ncov"":2060,""Nmod"":27,""frac"":0.013106796116504855},{""ZN"":2,""Ncov"":766,""Nmod"":25,""frac"":0.03263707571801567},{""ZN"":3,""Ncov"":484,""Nmod"":0,""frac"":0.0}]"	0.00011528734856751293
RIOK3	19229	chr18	23482045	23482046	+	4	chi2_4x2_pc0.5	chi2	24.9422926155885	1.5875467992074245e-05	0.007826	"[{""ZN"":1,""Ncov"":5934,""Nmod"":7,""frac"":0.0011796427367711494},{""ZN"":3,""Ncov"":1789,""Nmod"":14,""frac"":0.007825600894354388},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.0001157826745149233
RIOK3	a	chr18	23474999	23475000	+	6	chi2_6x2_pc0.5	chi2	29.834043102326277	1.5900343668270264e-05	0.016129	"[{""ZN"":1,""Ncov"":4940,""Nmod"":17,""frac"":0.0034412955465587046},{""ZN"":2,""Ncov"":2380,""Nmod"":5,""frac"":0.0021008403361344537},{""ZN"":3,""Ncov"":1735,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":1071,""Nmod"":7,""frac"":0.006535947712418301},{""ZN"":5,""Ncov"":530,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":310,""Nmod"":5,""frac"":0.016129032258064516}]"	0.0001159311623549657
MXD1	a	chr2	69939358	69939359	+	3	chi2_3x2_pc0.5	chi2	22.087214327706487	1.598903850647894e-05	0.027174	"[{""ZN"":1,""Ncov"":2010,""Nmod"":17,""frac"":0.00845771144278607},{""ZN"":2,""Ncov"":736,""Nmod"":20,""frac"":0.02717391304347826},{""ZN"":3,""Ncov"":463,""Nmod"":0,""frac"":0.0}]"	0.00011654474631979766
ALCAM	19227	chr3	105524493	105524494	+	4	chi2_4x2_pc0.5	chi2	24.923700970766262	1.6018188076456835e-05	0.013972	"[{""ZN"":1,""Ncov"":3783,""Nmod"":6,""frac"":0.0015860428231562252},{""ZN"":2,""Ncov"":736,""Nmod"":6,""frac"":0.008152173913043478},{""ZN"":3,""Ncov"":501,""Nmod"":7,""frac"":0.013972055888223553},{""ZN"":4,""Ncov"":280,""Nmod"":0,""frac"":0.0}]"	0.00011672407729173996
ALCAM	17596	chr3	105576815	105576816	+	2	fisher_exact_2x2	fisher_odds	inf	1.6065328544712397e-05	0.014069	"[{""ZN"":1,""Ncov"":5402,""Nmod"":76,""frac"":0.014068863383931877},{""ZN"":2,""Ncov"":875,""Nmod"":0,""frac"":0.0}]"	0.00011703436844490825
ALCAM	17596	chr3	105367191	105367192	+	4	chi2_4x2_pc0.5	chi2	24.914561105899057	1.6088819194773518e-05	0.02809	"[{""ZN"":1,""Ncov"":3052,""Nmod"":20,""frac"":0.00655307994757536},{""ZN"":2,""Ncov"":649,""Nmod"":14,""frac"":0.02157164869029276},{""ZN"":3,""Ncov"":386,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":178,""Nmod"":5,""frac"":0.028089887640449437}]"	0.00011717224577822008
ALCAM	17802	chr3	105547407	105547408	+	3	chi2_3x2_pc0.5	chi2	22.067086985541774	1.615075931857398e-05	0.01611	"[{""ZN"":1,""Ncov"":4702,""Nmod"":18,""frac"":0.0038281582305401958},{""ZN"":2,""Ncov"":869,""Nmod"":14,""frac"":0.01611047180667434},{""ZN"":4,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	0.00011758998673466568
ALCAM	69426	chr3	105524396	105524397	+	4	chi2_4x2_pc0.5	chi2	24.895754122790674	1.6235134263354272e-05	0.006906	"[{""ZN"":1,""Ncov"":3681,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":724,""Nmod"":5,""frac"":0.006906077348066298},{""ZN"":3,""Ncov"":479,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":271,""Nmod"":0,""frac"":0.0}]"	0.00011817078730049074
ALCAM	19227	chr3	105576456	105576457	+	2	fisher_exact_2x2	fisher_odds	0.3208064516129032	1.6296662512188655e-05	0.019052	"[{""ZN"":1,""Ncov"":5507,""Nmod"":51,""frac"":0.009260940621027784},{""ZN"":2,""Ncov"":883,""Nmod"":25,""frac"":0.028312570781426953}]"	0.00011858501134152698
RIOK3	17596	chr18	23482272	23482273	+	4	chi2_4x2_pc0.5	chi2	24.881407161411524	1.634764249464898e-05	0.008989	"[{""ZN"":1,""Ncov"":5913,""Nmod"":10,""frac"":0.0016911889058007779},{""ZN"":3,""Ncov"":1780,""Nmod"":16,""frac"":0.008988764044943821},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":317,""Nmod"":0,""frac"":0.0}]"	0.00011892226639915801
MXD1	69426	chr2	69938111	69938112	+	3	chi2_3x2_pc0.5	chi2	22.04200669345489	1.6354567420002033e-05	0.023954	"[{""ZN"":1,""Ncov"":2129,""Nmod"":22,""frac"":0.010333489901362142},{""ZN"":2,""Ncov"":789,""Nmod"":27,""frac"":0.034220532319391636},{""ZN"":3,""Ncov"":487,""Nmod"":5,""frac"":0.01026694045174538}]"	0.00011893893903860968
MXD1	m	chr2	69938248	69938249	+	3	chi2_3x2_pc0.5	chi2	22.041118711645765	1.636183031139413e-05	0.052154	"[{""ZN"":1,""Ncov"":2123,""Nmod"":91,""frac"":0.04286387187941592},{""ZN"":2,""Ncov"":797,""Nmod"":13,""frac"":0.01631116687578419},{""ZN"":3,""Ncov"":482,""Nmod"":33,""frac"":0.06846473029045644}]"	0.00011895805940359959
RIOK3	17596	chr18	23481277	23481278	+	6	chi2_6x2_pc0.5	chi2	29.768815023891467	1.6377099892094253e-05	0.016521	"[{""ZN"":1,""Ncov"":5446,""Nmod"":27,""frac"":0.004957767168564084},{""ZN"":2,""Ncov"":2910,""Nmod"":37,""frac"":0.012714776632302405},{""ZN"":3,""Ncov"":1670,""Nmod"":20,""frac"":0.011976047904191617},{""ZN"":4,""Ncov"":1029,""Nmod"":17,""frac"":0.01652089407191448},{""ZN"":5,""Ncov"":494,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":291,""Nmod"":0,""frac"":0.0}]"	0.00011903536478761146
MXD1	m	chr2	69939478	69939479	+	3	chi2_3x2_pc0.5	chi2	22.02218129495297	1.651749150283671e-05	0.056818	"[{""ZN"":1,""Ncov"":2062,""Nmod"":96,""frac"":0.04655674102812803},{""ZN"":2,""Ncov"":763,""Nmod"":63,""frac"":0.08256880733944955},{""ZN"":3,""Ncov"":466,""Nmod"":12,""frac"":0.02575107296137339}]"	0.00012002180635743674
MXD1	17802	chr2	69940074	69940075	+	3	chi2_3x2_pc0.5	chi2	22.0187285090367	1.654603181265968e-05	0.018941	"[{""ZN"":1,""Ncov"":2059,""Nmod"":39,""frac"":0.01894123360854784},{""ZN"":2,""Ncov"":780,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":483,""Nmod"":0,""frac"":0.0}]"	0.00012019516940990361
ALCAM	a	chr3	105575998	105575999	+	3	chi2_3x2_pc0.5	chi2	22.0175531411984	1.6555758507312793e-05	0.010777	"[{""ZN"":1,""Ncov"":5513,""Nmod"":12,""frac"":0.0021766733176129148},{""ZN"":2,""Ncov"":869,""Nmod"":8,""frac"":0.009205983889528193},{""ZN"":4,""Ncov"":386,""Nmod"":5,""frac"":0.012953367875647668}]"	0.00012023180548790212
MXD1	m	chr2	69935365	69935366	+	3	chi2_3x2_pc0.5	chi2	22.01450439841164	1.6581014877130167e-05	0.012605	"[{""ZN"":1,""Ncov"":2046,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":718,""Nmod"":6,""frac"":0.008356545961002786},{""ZN"":3,""Ncov"":476,""Nmod"":6,""frac"":0.012605042016806723}]"	0.00012038116909663055
ALCAM	17596	chr3	105367201	105367202	+	4	chi2_4x2_pc0.5	chi2	24.848118930334735	1.661169047809527e-05	0.017241	"[{""ZN"":1,""Ncov"":2996,""Nmod"":5,""frac"":0.0016688918558077437},{""ZN"":2,""Ncov"":643,""Nmod"":5,""frac"":0.007776049766718507},{""ZN"":3,""Ncov"":406,""Nmod"":7,""frac"":0.017241379310344827},{""ZN"":4,""Ncov"":176,""Nmod"":0,""frac"":0.0}]"	0.0001205697817228334
RIOK3	17596	chr18	23482276	23482277	+	4	chi2_4x2_pc0.5	chi2	24.8371567198335	1.669957194438109e-05	0.022152	"[{""ZN"":1,""Ncov"":5865,""Nmod"":41,""frac"":0.006990622335890878},{""ZN"":3,""Ncov"":1765,""Nmod"":29,""frac"":0.01643059490084986},{""ZN"":5,""Ncov"":538,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":316,""Nmod"":7,""frac"":0.022151898734177215}]"	0.0001211733778847234
MXD1	m	chr2	69940463	69940464	+	3	chi2_3x2_pc0.5	chi2	21.99728327529641	1.6724403167346456e-05	0.099613	"[{""ZN"":1,""Ncov"":1823,""Nmod"":559,""frac"":0.30663741086121776},{""ZN"":2,""Ncov"":640,""Nmod"":260,""frac"":0.40625},{""ZN"":3,""Ncov"":413,""Nmod"":147,""frac"":0.3559322033898305}]"	0.00012126984069504713
RIOK3	a	chr18	23464075	23464076	+	6	chi2_6x2_pc0.5	chi2	29.722126568417544	1.6727037468882903e-05	0.011086	"[{""ZN"":1,""Ncov"":4162,""Nmod"":7,""frac"":0.0016818837097549255},{""ZN"":2,""Ncov"":1804,""Nmod"":20,""frac"":0.011086474501108648},{""ZN"":3,""Ncov"":1582,""Nmod"":5,""frac"":0.0031605562579013905},{""ZN"":4,""Ncov"":889,""Nmod"":5,""frac"":0.00562429696287964},{""ZN"":5,""Ncov"":512,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":301,""Nmod"":0,""frac"":0.0}]"	0.00012126984069504713
