#chrom	tes_1based	strand	intron_chain_tx_order	n_introns	read_support	frac_global	polya_support_frac	median_mapq	median_tail_len	median_tail_purity	n_unique_chains	n_full_length_reads	included_trunc	sample_counts	chain_counts	kept
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171	12	3	0.0007	0.6667	60.0	24.0	0.875	3	1	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171:1|23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171:1|23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23471560;23471622-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	61.0	0.672	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23471560;23471622-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463141-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	52.0	0.692	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463141-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467630-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	17.0	0.882	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467630-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473435;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	14.0	0.786	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473435;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464560;23464629-23466132;23466254-23467437;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	30.0	0.700	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464560;23464629-23466132;23466254-23467437;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479429-23481171	12	1	0.0002	1.0000	60.0	105.0	0.667	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479429-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477277-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	35.0	0.743	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477277-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481682-23481745	12	1	0.0002	1.0000	60.0	36.0	0.694	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481682-23481745:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481134	12	1	0.0002	1.0000	60.0	76.0	0.684	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481134:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467545-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	48.0	0.708	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467545-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477289-23479325;23479425-23481171	12	1	0.0002	1.0000	60.0	59.0	0.695	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477289-23479325;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479325;23479425-23481171	12	2	0.0005	1.0000	60.0	28.0	0.981	2	1	1	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479325;23479425-23481171:1|23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479325;23479425-23481171:1	0
chr18	23483140	+	23463075-23464014;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481234-23481676	12	1	0.0002	1.0000	60.0	46.0	0.739	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23463075-23464014;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481234-23481676:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479407-23481253	12	1	0.0002	1.0000	60.0	56.0	0.661	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479407-23481253:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464633-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	13.0	0.692	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464633-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464511;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	65.0	0.677	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464511;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481745	12	1	0.0002	1.0000	60.0	40.0	0.750	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481745:1	0
chr18	23483140	+	23453507-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	0.0000	60.0	192.0	0.453	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453507-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23464014;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	13.0	1.000	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23464014;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467513-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	79.0	0.671	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467513-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481428-23481766	12	1	0.0002	1.0000	60.0	82.0	0.744	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481428-23481766:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464524;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	60.0	0.667	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464524;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23479597;23479720-23481171	12	1	0.0002	1.0000	60.0	26.0	0.654	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23479597;23479720-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464080-23464215;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	51.0	0.706	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464080-23464215;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481350-23481963	12	1	0.0002	1.0000	60.0	42.0	0.667	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23481350-23481963:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474954;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	33.0	0.667	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474954;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466150;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	42.0	0.690	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466150;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477071-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	26.0	0.962	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477071-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23483043-23483096	12	1	0.0002	1.0000	60.0	75.0	0.680	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171;23483043-23483096:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481175	11	1	0.0002	1.0000	60.0	39.0	0.718	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481175:1	0
chr18	23483140	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	28.0	0.679	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171:1	0
